index,AC,Cha,Con,Dex,HP,Int,Str,Type,Wis,alignment,chall,condImmunity,damImmunity,damVuln,languages,name,damResist,senses,size,speed
814,12.0,12 (+1),17 (+3),13 (+1),110.0,2 (-4),16 (+3),monstrosity,12 (+1),"monstrosity, neutral",4.0,,,,—,Terror Toad,,"darkvision 60 ft., ",Large,"40 ft., swim 40 ft."
815,15.0,25 (+7),20 (+5),20 (+5),217.0,14 (+2),18 (+4),ooze,14 (+2),chaotic evil,21.0,"blinded, charmed, deafened, exhaustion, frightened, prone","necrotic, poison, psychic",radiant,—,Terror Slime,"acid; bludgeoning, piercing, and slashing from nonmagical attacks","blindsight 60 ft. (blind beyond this radius), ",Gargantuan,"45 ft., climb 35 ft."
816,13.0,5 (-3),14 (+2),16 (+3),52.0,7 (-2),11 (+0),aberration,13 (+1),chaotic evil,2.0,"blinded, charmed, deafened, frightened, petrified, poisoned, prone",,,—,Terror From Beyond,,"darkvision 60 ft., ",Medium,"0 ft., fly 30 ft. (hover)"
817,14.0,14 (+2),16 (+3),11 (+0),144.0,14 (+2),14 (+2),monstrosity,15 (+2),"monstrosity, neutral",8.0,,,fire,"Arthropoid, Common, Sylvan",Terripatus,,"blindsight 20 ft., darkvision 60 ft., ",Large,"20 ft., climb 10 ft."
818,16.0,10 (+0),20 (+5),16 (+3),95.0,14 (+2),22 (+6),construct,14 (+2),lawful evil,6.0,"charmed, frightened, petrified, poisoned","necrotic, poison",,Common,T-800 Terminator,"acid, cold, fire; bludgeoning, piercing, and slashing damage from nonmagical attacks",darkvision 60 ft.; ,Medium,"30 ft., climb 20 ft."
819,17.0,12 (+1),20 (+5),18 (+4),114.0,14 (+2),22 (+6),construct,14 (+2),lawful evil,8.0,"charmed, frightened, poisoned","necrotic, poison",,Common,T-1000 Terminator,"cold, fire; bludgeoning, piercing, and slashing damage from nonmagical weapons",darkvision 120 ft.; ,Medium,"30 ft., climb 20 ft."
821,21.0,23 (+6),28 (+9),19 (+4),234.0,24 (+7),28 (+9),celestial,25 (+7),lawful good,21.0,"charmed, exhaustion, frightened, poisoned","necrotic, poison",,"all, telepathy 120 ft.",Temperance,"radiant, thunder; bludgeoning, piercing, and slashing from nonmagical weapons","truesight 120 ft., ",Gargantuan,0 ft.; fly 90 ft. (hover)
822,19.0,30 (+10),12 (+1),18 (+4),17.0,15 (+2),5 (-3),dragon,17 (+3),chaotic good,2.0,"Poisoned, Charmed, Frighted","Poison, Water",,"Common but can only speak it brokenly, Draconic",Tea Leaf Dragon,"Fire, Cold",,Tiny,"15 ft, 60 ft fly"
823,18.0,12 (+1),24 (+7),16 (+3),243.0,12 (+1),24 (+7),fiend,16 (+3),lawful evil,13.0,poisoned,"fire, poison",,"Common, Infernal",Tartarean Manticore,"acid, lightning","darkvision 60 ft., ",Huge,"30 ft., fly 50 ft."
825,13.0,17 (+3),18 (+4),15 (+2),35.0,19 (+4),12 (+1),dragon,21 (+5),neutral good,1.0,"poisoned, charmed",poison,,"Draconic, Common",Tea Dragon,,"blindsight 10 ft., darkvision 60 ft., ",Medium,"30 ft., climb 30 ft., fly 60 ft."
827,14.0,7 (-2),15 (+2),16 (+3),78.0,4 (-3),15 (+2),monstrosity,10 (+0),"monstrosity, unaligned",2.0,poisoned,"acid, poison",,—,Tatzelwurm,,"blindsight 10 ft., ",Medium,"30 ft., climb 25 ft."
828,16.0,12 (+1),15 (+2),13 (+1),39.0,10 (+0),17 (+3),fiend,13 (+1),neutral evil,3.0,,,,Blin,Taros,,,Medium,30 ft.
829,23.0,29 (+9),28 (+9),17 (+3),314.0,30 (+10),5 (-3),aberration,27 (+8),chaotic evil,19.0,"blinded, deafened, charmed, exhaustion, frightened, paralyzed, petrified, poisoned, prone","poison, psychic; bludgeoning, piercing, and slashing from nonmagical attacks that aren't adamantine",,"telepathy 180 feet, knows all languages but can't speak",Taranokk,,,tiny,"0 ft., fly 40 ft.(hover)"
835,16.0,13 (+1),24 (+7),17 (+3),207.0,13 (+1),22 (+6),fiend (demon,13 (+1),chaotic evil,14.0,,,,"Abyssal, Common, Draconic, Giant, Orc",Tanarukk Warlord,"fire, poison",Senses. The tanarukk has advantage on Wisdom (Perception) checks that rely on sight or smell.,Medium,30 ft.
836,15.0,11 (+0),22 (+6),15 (+2),147.0,11 (+0),20 (+5),fiend (demon,11 (+0),chaotic evil,8.0,,,,"Abyssal, Common, Giant, Orc",Tanarukk Warchief,"fire, poison",Senses. The tanarukk has advantage on Wisdom (Perception) checks that rely on sight or smell.,Medium,30 ft.
837,13.0,8 (-1),15 (+2),14 (+2),22.0,10 (+0),14 (+2),humanoid,15 (+2),lawful neutral,2.0,,,,"Talpian, Undercommon",Talpian,poison,"tremorsense 30 ft. (only while burrowing), ",Small,"25 ft., burrow 40 ft., swim 30 ft."
838,14.0,13 (+1),15 (+2),14 (+2),18.0,17 (+3),10 (+0),elemental,17 (+3),chaotic evil,3.0,"blinded, charmed, deafened, exhaustion, frightened, paralysed, petrified, poisoned","necrotic, poison, psychic",,"Abyssal, Common, Infernal, Terran, and any four others, telepathy 60 ft.",Tainted Shardling,,"blindsight 120 ft., ",Tiny,"5 ft., fly 30 ft. (hover)"
839,17.0,10 (+0),24 (+7),25 (+7),150.0,9 (-1),15 (+2),elemental,15 (+2),neutral evil,7.0,"exhaustion, grappled, paralyzed, petrified, poisoned, prone, restrained, unconscious","fire, poison",,"Ignan, Infernal",Tainted Fire Elemental,"bludgeoning, piercing, and slashing from nonmagical attacks","darkvision 60 ft., ",Large,50 ft.
841,17.0,10 (+0),10 (+0),10 (+0),,10 (+0),10 (+0),construct,10 (+0),"construct, varies",,,,,understands all languages its wielder knows,Sword Spirit,,,medium,"30 ft., fly 30 ft."
842,10.0,2 (-4),15 (+2),11 (+0),33.0,1 (-5),13 (+1),ooze,6 (-2),"ooze, unaligned",1.0,"blinded, charmed, deafened, exhaustion, frightened, prone",cold,,—,Swarming Slime,acid,"blindsight 60 ft. (blind beyond this radius), ",Small,"20 ft., climb 20 ft."
843,15.0,14 (+2),14 (+2),20 (+5),30.0,3 (-4),3 (-4),swarm,16 (+3),"beasts, unaligned",3.0,"charmed, frightened, paralyzed, petrified, prone, restrained, stunned",,,—,Swarm of Tritails,"force; bludgeoning, piercing, and slashing from nonmagical attacks","truesight 90 ft. (see Lifesense below), ",Large,"5 ft., fly 50 ft. (hover)"
844,15.0,15 (+2),16 (+3),16 (+3),60.0,19 (+4),12 (+1),swarm,19 (+4),chaotic evil,4.0,"blinded, charmed, deafened, exhaustion, frightened, grappled, paralysed, petrified, poisoned","necrotic, poison, psychic",,"Abyssal, Common, Infernal, Terran, and any four others, telepathy 120 ft.",Swarm of Tainted Shardlings,"bludgeoning, piercing, slashing","blindsight 120 ft., ",Medium,"5 ft., fly 30 ft. (hover)"
846,15.0,15 (+2),16 (+3),16 (+3),45.0,17 (+3),12 (+1),swarm,17 (+3),lawful good,3.0,"blinded, charmed, deafened, exhaustion, frightened, grappled, paralysed, petrified, poisoned","poison, psychic",,"Common, Terran, and any four others, telepathy 120 ft.",Swarm of Shardlings,"bludgeoning, piercing, slashing","blindsight 120 ft., ",Medium,"5 ft., fly 30 ft. (hover)"
847,15.0,15 (+2),16 (+3),16 (+3),60.0,19 (+4),12 (+1),swarm,19 (+4),lawful good,4.0,"blinded, charmed, deafened, exhaustion, frightened, grappled, paralysed, petrified, poisoned","poison, psychic, radiant",,"Celestial, Common, Sylvan, Terran, and any four others, telepathy 120 ft.",Swarm of Radiant Shardlings,"bludgeoning, piercing, slashing","blindsight 120 ft., ",Medium,"5 ft., fly 30 ft. (hover)"
848,13.0,2 (-4),13 (+1),16 (+3),33.0,4 (-3),15 (+2),swarm,10 (+0),"constructs, unaligned",1.0,"blinded, charmed, deafened, frightened, grappled, paralysed, petrified, poisoned, restrained, stunned","poison, psychic",fire,—,Swarm of Paper Dragons,"bludgeoning, piercing, slashing","blindsight 60 ft. (blind beyond this radius), ",Medium,"25 ft., fly 50 ft."
849,18.0,15 (+2),16 (+3),20 (+5),22.0,14 (+2),3 (-4),swarm,15 (+2),"dragons, neutral",4.0,,,,"Draconic, Sylvan",Swarm of Pixie Dragons,necrotic,"blindsight 30 ft., darkvision 60 ft., ",Medium,"20 ft., fly 60 ft."
851,23.0,10 (+0),28 (+9),16 (+3),341.0,19 (+4),30 (+10),fiend,22 (+6),chaotic evil,29.0,"charmed, exhaustion, frightened, poisoned","acid, necrotic, poison; bludgeoning, piercing, and slashing from nonmagical attacks.",,"all, telepathy 120 ft.",Svÿrleid,"fire, cold, lighting","truesight 120 ft., ",Huge,"40 ft., fly 80 ft., swim 40 ft."
853,21.0,3 (-4),26 (+8),12 (+1),481.0,30 (+10),7 (-2),aberration,29 (+9),chaotic evil,29.0,"blinded, charmed, frightened, paralyzed","fire, necrotic","cold, lightning, radiant","Abyssal, Common, Primordial",Supreme Calamitas,"psychic, thunder","truesight 120 ft., ",Gargantuan,"0 ft., fly 100 ft. (hover)"
854,16.0,10 (+0),16 (+3),23 (+6),59.0,5 (-3),19 (+4),monstrosity,14 (+2),neutral evil,3.0,,,poison,"Giant Eagle, Giant Owl, understands Common and Auran but can't speak",Stymphalian Bird,,"darkvision 60 ft., ",Large,"10 ft., fly 90 ft."
855,19.0,12 (+1),15 (+2),20 (+5),117.0,10 (+0),14 (+2),humanoid (lizalfos),12 (+1),neutral evil,10.0,,,,Lizal,Super Aeralfos,"acid, cold, fire, lightning",,Medium,"30 ft., fly 60 ft."
856,13.0,8 (-1),15 (+2),16 (+3),13.0,2 (-4),11 (+0),construct,9 (-1),"construct, unaligned",2.0,"charmed, exhaustion, frightened, paralysed, petrified, poisoned","poison, psychic; bludgeoning, piercing, and slashing from nonmagical attacks",fire,the languages of its creator,Sugar Construct,cold,,Medium,30 ft.
857,14.0,4 (-3),15 (+2),18 (+4),44.0,7 (-2),14 (+2),monstrosity,12 (+1),"monstrosity, unaligned",3.0,,lightning,,—,Suckerpunk,,"darkvision 60 ft., ",Small,"30 ft., climb 30 ft."
858,13.0,18 (+4),14 (+2),18 (+4),104.0,10 (+0),10 (+0),fiend,18 (+4),chaotic evil,10.0,,"bludgeoning, piercing, and slashing damage from nonmagical attacks that aren't silvered",,Common,Succubus Apostle,,,Medium,30 ft. (45 ft. in apostle form)
859,16.0,5 (-3),15 (+2),16 (+3),34.0,2 (-4),15 (+2),beast,11 (+0),"(pachycephalosaur), unaligned",1.0,,,,—,Stygimoloch,,,Small,50 ft.
860,15.0,13 (+1),16 (+3),14 (+2),97.0,10 (+0),20 (+5),undead,14 (+2),chaotic evil,4.0,"charmed, frightened, poisoned","necrotic, poison","fire, radiant","Common, Sylvan",Strzyga,cold,"darkvision 120 ft., tremorsense 40 ft., ",Medium,"30 ft., burrow 20 ft., swim 20 ft."
861,14.0,7 (-2),18 (+4),11 (+1),203.0,2 (-4),25 (+7),beast,10 (+0),"reptile), unaligned",9.0,,,,—,Styxosaurus,,,Gargantuan,"10 ft., swim 60 ft."
862,13.0,8 (-1),12 (+1),16 (+3),19.0,6 (-2),12 (+1),beast,8 (-1),"(theropod), unaligned",2.0,,,,—,Struthiomimus,,,Medium,60 ft.
863,13.0,10 (+0),15 (+2),17 (+3),90.0,5 (-3),16 (+3),monstrosity,5 (-3),"monstrosity, unaligned",4.0,,Poison,,—,Strute,,,Large,60 ft.
864,19.0,9 (-1),20 (+5),16 (+3),115.0,12 (+1),19 (+4),monstrosity,10 (+0),neutral evil,5.0,charmed,piercing,"acid, necrotic",—,Strider,slashing,"Senses. The strider has advantage on Wisdom (Perception) checks that rely on sight, hearing, or smell.",Huge,50 ft.
865,14.0,6 (-2),25 (+7),12 (+1),125.0,9 (-1),21 (+5),monstrosity,14 (+2),lawful neutral,7.0,,,,Understands Common and Fectoid but cannot speak,Streptile,,,Large,"30 ft., swim 20 ft."
866,15.0,8 (-1),19 (+4),15 (+2),85.0,6 (-2),18 (+4),construct,6 (-2),chaotic neutral,3.0,"blinded, charmed, deafened, exhaustion, frightened, paralyzed, petrified, poisoned",poison,fire,understands Common but can't speak,Straw Juggernaut,cold,"blindsight 60 ft. (blind beyond this radius), ",Large,30 ft.
868,17.0,8 (-1),14 (+2),16 (+3),39.0,11 (+0),18 (+4),humanoid,12 (+1),neutral evil,2.0,,,,"Common, Queekish",Stormvermin,,"darkvision 60 ft., ",Medium,40 ft.
869,19.0,20 (+5),26 (+8),14 (+2),444.0,20 (+5),30 (+10),giant,20 (+5),chaotic good,21.0,,"lightning, thunder",,"Common, Giant, Primordial",Storm Titan,cold,,Gargantuan,"50 ft., swim 50 ft."
870,14.0,6 (-2),16 (+3),18 (+4),102.0,5 (-3),14 (+2),elemental,10 (+0),"elemental, neutral",5.0,"exhaustion, grappled, paralyzed, petrified, poisoned, prone, restrained, unconscious","lightning, poison, thunder",,"Aquan, Auran",Storm Paraelemental,"acid, cold; bludgeoning, piercing, and slashing from nonmagical attacks","darkvision 60 ft., ",Large,"30 ft., fly 90 ft. (hover), swim 90 ft."
871,12.0,10 (+0),16 (+3),15 (+2),42.0,8 (-1),14 (+2),beast,13 (+1),"beast, neutral",1.0,,,,"Giant Owl, understands Common, Elvish, and Sylvan, but can't speak them",Storm Owl,,"darkvision 120 ft., ",Large,"20 ft., fly 60 ft."
872,14.0,12 (+1),10 (+0),18 (+4),10.0,10 (+0),1 (-5),elemental,11 (+0),"elemental, neutral",1.0,"blinded, charmed, deafened, exhaustion, frightened, grappled, paralysed, petrified, poisoned, prone, restrained","lightning, poison, psychic",,Auran,Storm Orb,"thunder; bludgeoning, piercing, and slashing from nonmagical attacks","blindsight 60 ft. (blind beyond this radius), ",Small,"0 ft., fly 50 ft. (hover)"
873,15.0,13 (+1),19 (+4),14 (+2),210.0,16 (+3),29 (+9),undead,10 (+0),lawful evil,11.0,"exhaustion, poisoned","lightning, poison, thunder",bludgeoning,"understands Common and Giant, but can't speak",Storm Giant Skeleton,cold,"darkvision 60 ft., ",Huge,"50 ft., swim 50 ft."
874,18.0,17 (+3),18 (+4),24 (+7),275.0,10 (+0),20 (+5),elemental,14 (+2),chaotic neutral,19.0,"exhaustion, grappled, paralyzed, petrified, poisoned, prone, restrained, unconscious","lightning, poison, thunder",,Auran,Storm Colossus,"acid, cold, fire; bludgeoning, piercing, and slashing from nonmagical attacks","darkvision 120 ft., ",Gargantuan,"0 ft., fly 90 ft. (hover)"
876,20.0,6 (-2),20 (+5),9 (-1),172.0,2 (-4),25 (+7),monstrosity,13 (+1),"monstrosity, unaligned",12.0,"petrified, poisoned",poison,,—,Stonehorn,"cold, fire, lightning",,Huge,40 ft.
877,16.0,5 (-3),16 (+3),12 (+1),85.0,5 (-3),19 (+4),elemental,10 (+0),"elemental, neutral",6.0,"exhaustion, petrified, poisoned",poison,,"Aquan, Terran",Stonefin,,"blindsight 30 ft., darkvision 60 ft., tremorsense 30 ft., ",Large,"0 ft., burrow 40 ft., swim 40 ft."
878,16.0,10 (+0),18 (+4),12 (+1),127.0,10 (+0),19 (+4),humanoid,10 (+0),lawful evil,7.0,,,,"Common, Terran",Stoneborn Granite,,"darkvision 60 ft., ",Medium,30 ft.
879,18.0,16 (+3),20 (+5),12 (+1),209.0,12 (+1),21 (+5),elemental,14 (+2),lawful evil,19.0,"charmed, exhaustion, frightened, paralyzed, petrified, poisoned","poison; bludgeoning, piercing and slashing from nonmagical attacks",,"Common, Terran",Stoneborn Exalted,,"darkvision 60 ft., ",Medium,30 ft.
880,14.0,10 (+0),16 (+3),12 (+1),67.0,10 (+0),16 (+3),humanoid,10 (+0),lawful evil,2.0,,,,"Common, Terran",Stoneborn,,"darkvision 60 ft., ",Medium,30 ft.
881,17.0,7 (-2),20 (+5),13 (+1),84.0,7 (-2),18 (+4),giant,10 (+0),chaotic evil,6.0,,,,Giant,Stone Troll,"piercing, slashing","darkvision 60 ft., ",Large,"30 ft., climb 30 ft."
882,17.0,13 (+1),23 (+6),15 (+2),247.0,13 (+1),26 (+8),giant,15 (+2),"giant, neutral",15.0,,,,"Common, Giant, Terran",Stone Titan,,"darkvision 60 ft., ",Gargantuan,40 ft.
883,18.0,5 (-3),19 (+4),11 (+0),84.0,8 (-1),25 (+7),construct,7 (-2),lawful evil,7.0,"charmed, exhaustion, frightened, poisoned, petrified","poison, psychic",thunder,the language of its creator (most likely Blin or Common),Stone Hinox,"bludgeoning, piercing, and slashing damage from nonmagical attacks","blindsight 60 ft., ",Huge,40 ft.
884,16.0,1 (-5),18 (+4),10 (+0),68.0,2 (-4),16 (+3),construct,11 (+0),"construct, unaligned",5.0,"charmed, exhaustion, frightened, paralyzed, petrified, poisoned","acid, poison, psychic; bludgeoning, piercing, and slashing from nonmagical attacks that aren't adamantine",,understands the languages of its creator but can't speak,Stone Demi-Golem,,"darkvision 120 ft., ",Medium,30 ft.
885,15.0,12 (+1),14 (+2),14 (+2),26.0,10 (+0),16 (+3),monstrosity,10 (+0),neutral evil,2.0,poisoned,poison,,"Common, Stinger",Stinger,,darkvision 60 ft. Perception 10,Medium,30 ft.
886,14.0,17 (+3),14 (+2),12 (+1),52.0,15 (+2),14 (+2),humanoid,14 (+2),neutral evil,3.0,,,,"Common, Infernal",Stikini,,"darkvision 60 ft., ",Medium,"30 ft. (30 ft., fly 30 ft. in owl form)"
887,15.0,4 (-3),16 (+3),16 (+3),42.0,4 (-3),16 (+3),aberration,13 (+1),"aberration, unaligned",1.0,,,,—,Stick Snatcher,,,Large,"50 ft., climb 50 ft."
889,10.0,12 (+1),15 (+2),16 (+3),104.0,12 (+1),18 (+4),aberration,12 (+1),chaotic evil,7.0,,,radiant,Common (can't speak in beast form),Stellar Beast,,"darkvision 120 ft., truesight 30 ft. (beast form only), ",Medium,40 ft.
890,17.0,10 (+0),22 (+6),8 (-1),112.0,3 (-4),24 (+7),beast,12 (+1),"(thyreophore), unaligned",5.0,,,,—,Stegosaurus,,passive perception 11,Huge,35 ft.
891,22.0,12 (+1),26 (+8),6 (-2),174.0,4 (-3),28 (+9),beast,14 (+2),"beast, unaligned",7.0,frightened,,,—,Stegoceratops,,passive perception 11,Huge,45 ft.
893,17.0,15 (+2),17 (+3),13 (+1),45.0,12 (+1),19 (+4),dragon,11 (+0),lawful good,2.0,,acid,,Draconic,Steel Dragon Wyrmling,,"blindsight 10 ft., darkvision 60 ft., ",Medium,"30 ft., burrow 15 ft., fly 60 ft."
894,18.0,5 (-3),20 (+5),8 (-1),147.0,1 (-5),18 (+4),construct,10 (+0),"construct, unaligned",9.0,"charmed, exhaustion, frightened, paralyzed, petrified, poisoned","poison, psychic",,—,Steam Tank,"piercing, slashing",,Large,45 ft.
895,14.0,6 (-2),15 (+2),16 (+3),90.0,6 (-2),14 (+2),elemental,10 (+0),true neutral,5.0,"exhaustion, grappled, paralyzed, petrified, poisoned, prone, restrained, unconscious","Fire, Poison, Thunder.",Cold,"Ignan, Aquan",Steam Paraelemental,"Bludgeoning, Piercing and Slashing from non-magical attacks.",,Large,"40ft, 40ft flying (hover)."
896,10.0,6 (-2),15 (+2),10 (+0),31.0,7 (-2),2 (-4),aberration,10 (+0),lawful good,3.0,"blinded, charmed, deafened, exhaustion, frightened, grappled, prone, restrained",,,understands Common and Deep Speech but can't speak,Static Ooze,thunder,"blindsight 60 ft. (blind beyond this radius), ",Tiny,"Speed. For each allied static ooze that the ooze is adjacent to, its speed is increased by 5 feet."
897,14.0,2 (-4),12 (+1),17 (+3),60.0,10 (+0),15 (+2),monstrosity,13 (+1),non-lawful alignment,4.0,,,,Common,Starved Man,,"darkvision 60 ft., ",Medium,"40 ft., climb 20 ft."
898,13.0,11 (+0),10 (+0),17 (+3),54.0,10 (+0),7 (-2),elemental,10 (+0),"elemental, neutral",5.0,"exhaustion, poisoned","fire, poison",,"Aquan, Ignan",Steam Slitherer,,"darkvision 60 ft., ",Medium,30 ft.
900,18.0,16 (+3),25 (+7),13 (+1),229.0,16 (+3),26 (+7),aberration,14 (+2),chaotic evil,18.0,"charmed, frightened, poisoned","cold, psychic",,"Tongue of the Great Old Ones, Deep speech, telepathy 120 ft.",Star Spawn of Cthulhu,"necrotic, poison; bludgeoning, piercing, and slashing from nonmagical attacks","truesight 120 ft., ",Huge,"40 ft., fly 60 ft., swim 60 ft."
901,14.0,10 (+0),9 (-1),15 (+2),12.0,21 (+5),12 (+1),plant,18 (+4),"(fectoid), neutral",4.0,,,,"Fectoid, telepathy 60 ft.",Staphobia,,"blindsight 30 ft., ",Small,"30 ft., burrow 10 ft., fly 30 ft. (hover)"
902,17.0,15 (+2),17 (+3),18 (+4),120.0,8 (-1),19 (+4),undead,13 (+1),chaotic evil,8.0,"exhaustion, poisoned",poison,thunder,"Stal, plus one language it knew in life",Stalmaster,"cold, fire, lightning, necrotic","darkvision 60 ft., ",Medium,40 ft.
903,16.0,14 (+2),16 (+3),16 (+3),60.0,7 (-2),16 (+3),undead,12 (+1),chaotic evil,3.0,"exhaustion, poisoned",poison,thunder,"Stal, plus one language it knew in life",Stalfos Knight,"cold, fire, lightning, necrotic","darkvision 60 ft., ",Medium,30 ft.
904,16.0,6 (-2),13 (+1),12 (+1),39.0,3 (-4),15 (+2),undead,8 (-1),chaotic evil,3.0,poisoned,poison,thunder,understands Stal but can't speak,Staldra,,"darkvision 60 ft., ",Large,"40 ft., swim 30 ft."
905,14.0,14 (+2),18 (+4),15 (+2),105.0,7 (-2),23 (+6),undead,12 (+1),chaotic evil,9.0,"exhaustion, poisoned","poison, necrotic; bludgeoning, piercing, and slashing from nonmagical attacks",thunder,"Stal, plus one language it knew in life",Stalchampion,"cold, fire, lightning","darkvision 60 ft., ",Huge,40 ft.
907,18.0,6 (-2),18 (+4),18 (+4),104.0,3 (-4),10 (+0),construct,11 (+0),"construct, unaligned",7.0,"charmed, exhaustion, frightened, paralyzed, petrified, poisoned","radiant; bludgeoning, piercing and slashing from nonmagical attacks that aren't adamantine",,understands the languages of its creator but can't speak,Stained Glass Golem,fire,"darkvision 60 ft., ",Large,30 ft.
909,13.0,19 (+4),15 (+2),12 (+1),120.0,13 (+1),18 (+4),fey,16 (+3),neutral good,5.0,,,,"Common, Druidic, Elvish, Sylvan",Stag Centaur (Stagtaur),,,Large,50 ft.
911,11.0,11 (+0),12 (+1),12 (+1),6.0,2 (-4),7 (-2),plant,3 (-4),"plant, unaligned",0.0,"blinded, charmed, deafened, exhaustion, frightened, paralyzed, prone, unconscious",,fire,—,Spytrap,,"blindsight 60 ft. (blind beyond this radius), ",Large,0 ft.
912,12.0,4 (-3),12 (+1),8 (-1),40.0,4 (-3),7 (-2),plant,9 (-1),"plant, unaligned",3.0,poisoned,poison,,—,Spoilspore,bludgeoning,,Small,20 ft.
913,12.0,5 (-3),15 (+2),14 (+2),13.0,3 (-4),12 (+1),undead,9 (-1),chaotic evil,2.0,poisoned,poison,,understands the languages it knew in life but can't speak,Spitter Zombie,acid,"darkvision 60 ft., ",Medium,20 ft.
